20	1	None None None None	We have big, visible, public displays of how we're doing	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input0.amin	
21	1	None None None None	Q: Are we going to graph a lot of things?	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input0.amin	
22	1	None None None None	Q: Is there a big printer available?	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input0.amin	
23	1	None None None None	Q: What about web dashboards?	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input0.amin	
24	1	Business Meta Abstract To-Be	Get contract template together and filled out	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input0.amin	
25	1	Business Meta Abstract To-Be	Have the initial consulting, work-for-hire conversation	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input0.amin	
26	1	None None None None	Hmm	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input0.amin	
27	1	None None None None	##It'll be good to remind Joe of our key offerings	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input0.amin	
28	1	None None None None	- Nice people	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input0.amin	
29	1	None None None None	- We smile a lot	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input0.amin	
30	1	None None None None	- We like pets	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input0.amin	
31	1	Business Meta Realized As-Is	set up folders, todos, and initial easyam compile pipeline	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input0.amin	
32	1	Business Meta Realized As-Is	time=15	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input0.amin	
33	1	None None None None	Example 2	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
34	1	None None None None	Simplest Backlog	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
35	1	Business Meta Realized As-Is	Met with Joe again. Signed contract and first backlog	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
36	1	Business Meta Realized As-Is	time=60	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
37	1	None None None None	Review Patient History	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
38	1	None None None None	Record Patient Treatment	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
39	1	None None None None	Conduct Patient Follow-up Call	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
40	1	None None None None	Need to fix language here to align with parent	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
41	1	Business Behavior Realized To-Be	Sprint 1	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
42	1	None None None None	See Appointment Screen PARENT Schedule Apppointment	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
43	1	None None None None	NOTE: Just be able to bring up a dummy page	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
44	1	None None None None	See Appointment Screen (with my data) PARENT Schedule Appointment	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
45	1	None None None None	Points=8	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
46	1	None None None None	NOTE: Include my information	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
47	1	None None None None	Make Appointment (no verification) PARENT Schedule Appointment	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
48	1	None None None None	Points=3	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
49	1	None None None None	NOTE: Just enter in all data. Any front-end validation in-place	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
50	1	None None None None	Make Appointment (and save) PARENT Schedule Appointment	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
51	1	None None None None	Points=2	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
52	1	None None None None	NOTE: Verify it was saved by having a chron DB dump sent to a page that users can monitor	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
53	1	None None None None	View Appointments PARENT Plan Office Load	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
54	1	None None None None	Points=2	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
55	1	None None None None	TASKS	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
56	1	None None None None	Team gets training on HIPPA requirements from Mary PARENT ALL	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
57	1	None None None None	NOTE: We'l be meeting with Joe on Mon/Wed/Fri from 9-10. At all times Office Manager will be available	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
58	1	None None None None	Sprint close on Wednesday afternoons at 3	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
59	1	None None None None	Weekly sprints	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input1.amin	
60	1	None None None None	Level 0 - easiest backlog entry. Joe's Dentist Office	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
61	1	None None None None	Schedule Appointment	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
62	1	None None None None	Review Patient History	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
63	1	None None None None	Record Patient Treatment	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
64	1	None None None None	Conduct Patient Follow-up Call	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
65	1	None None None None	Plan Office Load	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
66	1	None None None None	Never waste the patient's time	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
67	1	None None None None	AFFECTS Schedule Appointment, Conduct Patient Follow-up Call	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
68	1	None None None None	Always verify patients were happy with our interaction	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
69	1	None None None None	AFFECTS Schedule Appointment, Review Patient History, Conduct Patient Follow-up Call	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
70	1	None None None None	Patient HASA Appointment	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
71	1	None None None None	Patient HASA Teeth	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
72	1	None None None None	Patient HASA Treatment History	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
73	1	None None None None	Treatment History HASA Appointment	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
74	1	None None None None	Appointment HASA Procedure	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
75	1	None None None None	Patient HASA Billing History	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
76	1	None None None None	Billing History HASA Treatment History	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
77	1	None None None None	All coding changes available online within 5 minutes AFFECTS ALL	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
78	1	None None None None	LABEL: Product Backlog	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
79	1	None None None None	See Appointment Screen PARENT Schedule Apppointment	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
80	1	None None None None	NOTE: Just be able to bring up a dummy page	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
81	1	None None None None	See Appointment Screen (with my data) PARENT Schedule Appointment	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
82	1	None None None None	Points=8	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
83	1	None None None None	NOTE: Include my information	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
84	1	None None None None	Make Appointment (no verification) PARENT Schedule Appointment	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
85	1	None None None None	Points=3	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
86	1	None None None None	NOTE: Just enter in all data. Any front-end validation in-place	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
87	1	None None None None	Make Appointment (and save) PARENT Schedule Appointment	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
88	1	None None None None	Points=2	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
89	1	None None None None	NOTE: Verify it was saved by having a chron DB dump sent to a page that users can monitor	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
90	1	None None None None	View Appointments PARENT Plan Office Load	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
91	1	None None None None	Points=2	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
92	1	None None None None	TASKS	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
93	1	None None None None	Team gets training on HIPPA requirements PARENT ALL	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
94	1	None None None None	TESTGROUPS	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
95	1	None None None None	Regression tests to upgrade system to new database PARENT ALL	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input3.amin	
96	1	None None None None	eastyam is a compiler for business intent. 	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
97	1	None None None None	It's goal is to provide the minimal amount of structure	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
98	1	None None None None	necessary to capture and remember important business	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
99	1	None None None None	conversations, taking that information in one	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
100	1	None None None None	place and distributing wherever it's needed.	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
101	1	None None None None	Keywords are in ALL CAPS. Everything else is unstuctured	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
102	1	None None None None	This is an example of a freeform file, the kind	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
103	1	None None None None	of notes that might be taken at a meeting with a	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
104	1	None None None None	new client.	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
105	1	None None None None	Lemons	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
106	1	None None None None	Sugar	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
107	1	None None None None	Glasses	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
108	1	None None None None	Mixers	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
109	1	None None None None	Menus	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
110	1	None None None None	Tables	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
111	1	None None None None	Schedule	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
112	1	None None None None	Employees	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
113	1	None None None None	Lemonade	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
114	1	None None None None	Lemonade HASA Recipe	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
115	1	None None None None	Recipe CONTAINS Ingredients	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
116	1	None None None None	Recipe CONTAINS Instructions	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
117	1	None None None None	SUPPL: We never open a store near a mall	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
118	1	None None None None	Q: Looks like we need to talk about opening stores and what "near" and "mall" mean (and whether they are important)	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
119	1	None None None None	Q: Are we going to meet every Thursday with the owner?	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
120	1	None None None None	Buy Lemonade	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
121	1	None None None None	Count Inventory	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
122	1	None None None None	Recieve Shipments	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
123	1	None None None None	Q: Do they do their own stocking? Or just record BOLs for shipments?	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
124	1	None None None None	We can enter in as much of a title as we know about	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
125	1	None None None None	ASA Customer	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
126	1	None None None None	INEEDTO Schedule Birthday Parties	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
127	1	None None None None	Next time, let's find out about the giant lemon	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input4.amin	
128	1	None None None None	It outputs two things: first, all of the input files organized by	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
129	1	None None None None	filename and Structured Analysis Tag in a format that can be re-	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
130	1	None None None None	used to input it back into the system. In this way the compiler 	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
131	1	None None None None	alongside with git can be used to "clean up" a bunch of SA notes	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
132	1	None None None None	into a universal text format. Secondly, it outputs all of the files	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
133	1	None None None None	in a detailed, cross-referenced format. So, for instance, a User	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
134	1	None None None None	Story for the upcoming sprint will have all of the supplemental	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
135	1	None None None None	and parent acceptance and description criteria automatically	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
136	1	None None None None	attached to it. (There are also a few debug outputs available)	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
137	1	None None None None	These outputs can be used in dozens of additional business intent	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
138	1	None None None None	pipeline programs. Some possible uses are: story card generator,	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
139	1	None None None None	activity diagram generator, domain model generator, help desk	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
140	1	None None None None	script creation, manual acceptance test script creation, production	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
141	1	None None None None	system monitoring scripts, release plan reports, burn-downs and 	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
142	1	None None None None	burn-ups, sprint snapshots, and so on.	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
143	1	None None None None	Basically anywhere business intent is resued in the project, a 	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
144	1	None None None None	pipeline tool should be able to convert these notes into useful	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
145	1	None None None None	information consumed by automated tools and humans alike.	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
146	1	None None None None	Here's an example of how information might be organized around	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
147	1	None None None None	user stories. Teams are free to organize information however they	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
148	1	None None None None	see fit. (Note: over time, language, terms and organization should	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
149	1	None None None None	move from fuzzy and disorganized to concrete and highly organized)	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
150	1	None None None None	YOU WOULD NEVER CREATE A FILE LIKE THIS ON ITS OWN.	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
151	1	None None None None	Instead, information contained here is gathered through	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
152	1	None None None None	natural conversations in a slipshod, scattershot manner. This is 	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
153	1	None None None None	simply and example of how such information might be collected after	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
154	1	None None None None	dozens of conversations about all kinds of other things that affect	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
155	1	None None None None	this desired behavior	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
156	1	None None None None	WHEN the business financials look good for growth	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
157	1	None None None None	ASA District Manager, Franchise Owner	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
158	1	None None None None	this is the UserStory short name	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
159	1	None None None None	SOTHAT the organization can continue to grow	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
160	1	None None None None	INITIAL Business financials are created	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
161	1	None None None None	DO Review financials	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
162	1	None None None None	DATA notes on financials	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
163	1	None None None None	NOTE: I hate paperwork	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
164	1	None None None None	Q: Do we want to track financial data here?	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
165	1	None None None None	FORKBY Financials HASA Opportunity FORKTO Financial Opportunity Found, No Financial Opportunity	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
166	1	None None None None	FINAL No Financial Opportunity	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
167	1	None None None None	MERGE Financial Opportunity Found	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
168	1	None None None None	DO Gather statistics and demographics on regional communities	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
169	1	None None None None	DATA Regional report	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
170	1	None None None None	DO Rank potential markets by key growth indicators	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
171	1	None None None None	FORKBY Top markets match resources FORKTO Write new store plan, No potential markets found	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
172	1	None None None None	FINAL No potential markets found	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
173	1	None None None None	DO Join resources and market information together	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
174	1	None None None None	DATA Market-opportunity list	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
175	1	None None None None	FINAL Write New Store Plan	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
176	1	None None None None	Supplementals associated with this desired behavior	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
177	1	None None None None	Business OODA Loop no longer than a month	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
178	1	None None None None	No more than 10% of reserve capital allocated for growth	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input5.amin	
179	1	None None None None	Here's an example of Hypothesis-Driven Backlogs	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
180	1	None None None None	A Hypothesis is connected to desired changes which	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
181	1	None None None None	drive a backlog	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
182	1	None None None None	All together this forms a business case, a financial	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
183	1	None None None None	justification for changes to the baseline system	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
184	1	None None None None	Service speed drives order size	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
185	1	None None None None	OBSERVATION:	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
186	1	None None None None	Total wait time and order size might be related	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
187	1	None None None None	On low productivity days sales go down	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
188	1	None None None None	EXPECTED ACTORS IMPACTED:	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
189	1	None None None None	Walk-in Customer	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
190	1	None None None None	EXPECTED IMPACT METRIC GIVEN:	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
191	1	None None None None	Average Line Time IS UNKNOWN	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
192	1	None None None None	Average Order Wait Time IS 3 minutes STD(2.5) 	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
193	1	None None None None	Average Sale Amount IS $3.50 STD(1.00)	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
194	1	None None None None	EXPECTED SUCESSFUL RESULT:	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
195	1	None None None None	Average Line Time WILLBE 2 minutes STD(1.5)	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
196	1	None None None None	AVerage Order Wait Time WILLBE 2 minutes STD(1.5) 	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
197	1	None None None None	Average Sale Amount WILLBE $5.00 STD(1.00)	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
198	1	None None None None	Here is where the hypothesis connects to the model	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
199	1	None None None None	PROPOSED CHANGE TO TEST HYPOTHESIS:	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
200	1	None None None None	Order Clerk scripts are edited and practiced to be < 10 sec	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
201	1	None None None None	Time from store entry until push-out is recorded	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
202	1	None None None None	Order Lemonade	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
203	1	None None None None	EXPECTED EXPERIMENT SUSPENSE TIME:	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
204	1	None None None None	1 month	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input6.amin	
205	1	None None None None	Just like behavior can be explicitly	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
206	1	None None None None	diagrammed out using text, structure can	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
207	1	None None None None	be also.	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
208	1	None None None None	Here's a domain model.	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
209	1	None None None None	Note that in all of these types of models, behavior,	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
210	1	None None None None	structure, supplemental, and meta, items can be	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
211	1	None None None None	listed by themselves initially or as part of a 	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
212	1	None None None None	diagram (an item/relationship list) duplicates	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
213	1	None None None None	are treated as the same item. The only rule is that	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
214	1	None None None None	there cannot be conflicting definitions	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
215	1	None None None None	Domain (structure) models are forced into HASA DAGs	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
216	1	None None None None	It's usually good to keep noun clauses singular and capitalize them	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
217	1	None None None None	Lemonade HASA Recipe	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
218	1	None None None None	Recipe HASA Ingredient	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
219	1	None None None None	Recipe CONTAINS Instruction	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
220	1	None None None None	Ingredients HASA Lemon	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
221	1	None None None None	Ingredients HASA Sugar	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
222	1	None None None None	Order HASA Glass	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
223	1	None None None None	Store HASA Menu	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
